,id,Name,lat,long,source_fil,clinic_200m,convenience_store_200m,school_200m,university_200m,gov_service_200m,Hospital_200m,mall_200m,night_club_200m,public_park_200m,restaurant_200m,supermarket_200m,Airport_200m,E_railway_200m,railway_200m,clinic_500m,convenience_store_500m,school_500m,university_500m,gov_service_500m,Hospital_500m,mall_500m,night_club_500m,public_park_500m,restaurant_500m,supermarket_500m,Airport_500m,E_railway_500m,railway_500m,clinic_1000m,convenience_store_1000m,school_1000m,university_1000m,gov_service_1000m,Hospital_1000m,mall_1000m,night_club_1000m,public_park_1000m,restaurant_1000m,supermarket_1000m,Airport_1000m,E_railway_1000m,railway_1000m
375,1341,The Roof Garden On Nut,13.7025322,100.593961,id_1341.shp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,7,5,0,1,0,0,3,0,7,2,0,0,0
376,1342,The Room BTS Wongwian Yai,13.7205699,100.4949683,id_1342.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,1,1,0,0,8,2,0,0,0
377,1343,The Room Charoenkrung 30,13.72868874,100.5156127,id_1343.shp,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,3,6,0,1,0,1,7,0,15,1,0,0,0,2,22,9,1,2,3,2,8,0,69,3,0,0,0
378,1344,The Room Phayathai,13.75710892,100.5410589,id_1344.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,1,1,0,0,9,0,0,0,0,5,31,4,0,1,2,2,2,1,43,1,0,0,0
379,1345,The Room Rama 4,13.73644285,100.5210696,id_1345.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,26,0,0,0,0,6,19,10,0,3,2,0,17,0,124,4,0,0,0
380,1346,The Room Ratchada - Ladprao,13.80287158,100.5764097,id_1346.shp,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,1,2,0,0,0,0,7,3,0,0,0,0,0,0,7,1,0,0,0
381,1347,The Room Sathorn - St.Louis,13.70747084,100.5263921,id_1347.shp,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,2,2,0,0,0,1,9,9,0,0,0,1,0,0,11,1,0,0,0
382,1348,The Room Sathorn - Taksin,13.7177285,100.483488,id_1348.shp,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,2,3,1,0,0,2,0,0,0,0
383,1349,The room Sathorn - TanonPun,13.7223959,100.5234961,id_1349.shp,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,8,5,1,0,1,0,5,0,22,1,0,0,0,6,22,12,1,1,2,0,20,0,97,3,0,0,0
384,135,Bangkhunnon Rimnam,13.777224,100.458625,id_135.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
385,1350,The Room Sukhumvit 21,13.74377353,100.5613988,id_1350.shp,0,5,0,0,0,0,0,1,0,11,0,0,0,0,2,12,1,1,0,2,0,3,0,22,0,0,0,0,2,47,4,0,0,2,3,97,0,134,2,0,0,0
386,1351,The Room Sukhumvit 38,13.716981,100.5799882,id_1351.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,4,0,0,0,0,1,14,7,1,0,2,2,7,0,58,2,0,0,0
387,1352,The Room Sukhumvit 62,13.6900006,100.6077129,id_1352.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0,0,0,6,0,0,0,0
388,1353,The Room Sukhumvit 64,13.6862001,100.6049005,id_1353.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0
389,1354,The Room Sukhumvit 69,13.7145187,100.5929339,id_1354.shp,2,1,0,0,0,0,0,4,0,16,2,0,0,0,0,7,2,0,0,0,0,0,0,4,0,0,0,0,0,12,4,0,0,2,1,1,0,30,0,0,0,0
390,1355,The Room Sukhumvit 79,13.7080403,100.6016776,id_1355.shp,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,7,1,0,0,0,0,3,0,7,1,0,0,0,0,12,5,0,1,0,0,0,0,11,1,0,0,0
391,1356,The Royal Maneeya,13.7425892,100.5416925,id_1356.shp,1,1,1,0,0,0,2,4,0,5,0,0,0,0,2,4,0,0,0,1,3,8,0,32,4,0,0,0,6,17,1,0,0,0,7,7,0,88,2,0,0,0
392,1357,The Royal Navin Tower,13.7149786,100.5533441,id_1357.shp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0,4,0,26,1,0,0,0
393,1358,The Saint Residences,13.8114673,100.5608637,id_1358.shp,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,5,1,0,0,0,0,4,1,0,0,0,1,0,2,5,2,0,0,0
394,1359,The Seed Memories Siam,13.7478805,100.5282783,id_1359.shp,0,2,0,0,0,0,0,2,0,5,0,0,0,0,1,7,3,1,0,0,3,0,0,20,0,0,0,0,2,22,7,1,1,0,4,10,0,68,0,0,0,0
395,136,Bangkok Feliz @ Krungthonburi Station,13.7223259,100.5043027,id_136.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,4,3,0,0,0,1,15,4,0,0,0,3,1,0,21,2,0,0,0
396,1360,The Seed Mingle,13.719647,100.5393711,id_1360.shp,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,13,0,0,0,0,3,10,4,1,0,1,0,4,0,59,0,0,0,0
397,1361,The Seed Musee,13.7253983,100.5709905,id_1361.shp,0,1,1,0,0,0,0,0,0,4,0,0,0,0,2,6,2,0,0,0,0,7,0,31,2,0,0,0,5,16,3,0,0,0,4,15,1,82,6,0,0,0
398,1362,The Seed Phaholyothin,13.7868902,100.5478426,id_1362.shp,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,0,3,0,1,0,17,1,0,0,0,4,10,4,0,1,2,0,3,0,38,2,0,0,0
399,1363,The Seed Sathorn - Taksin,13.7234649,100.4963258,id_1363.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,1,0,0,4,1,0,0,0,0,17,4,0,0,1,0,0,0,6,1,0,0,0
400,1364,The Seed Terre Ratchayothin,13.8303234,100.5697366,id_1364.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,12,1,0,0,0,0,1,3,0,0,1,0,0,0,3,0,0,0,0
401,1365,The Selected Kaset - Ngamwongwan by L.P.N.,13.8456344,100.5645427,id_1365.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,4,0,3,1,0,0,0,1,6,3,0,0,0,0,0,0,14,0,0,0,0
402,1366,The Series Udomsuk,13.67995079,100.6243501,id_1366.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
403,1367,The Signature by URBANO,13.79296999,100.5483123,id_1367.shp,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,10,0,0,0,0,1,9,1,0,0,2,0,3,0,23,3,0,0,0
404,1368,The Signature Residence,13.7812669,100.5433865,id_1368.shp,0,2,0,0,1,0,0,0,0,17,0,0,0,0,3,1,1,0,0,2,0,2,0,23,2,0,0,0,0,5,3,0,0,1,0,1,0,20,0,0,0,0
405,1369,The Silk Phaholyothin - Aree 2,13.7793826,100.5414484,id_1369.shp,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,2,0,38,1,0,0,0,0,5,2,1,0,4,0,1,0,17,1,0,0,0
406,137,Bangkok Feliz Bangkae Station,13.7108229,100.4198198,id_137.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0
407,1370,The Silk Phaholyothin 3,13.7740277,100.541475,id_1370.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,3,4,1,0,1,1,0,2,0,46,1,0,0,0
408,1371,The Sky Sukhumvit,13.6751486,100.6113672,id_1371.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,5,1,0,0,0
409,1372,The Spirit Srinakarin,13.6748516,100.6477917,id_1372.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,0,0
410,1373,The Stage Taopoon Interchange,13.8055791,100.5262873,id_1373.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0
411,1374,The Star Estate @ Narathiwas,13.6967683,100.5441358,id_1374.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,28,2,0,0,0
412,1375,The Star Estate @ Rama 3,13.674797,100.5349288,id_1375.shp,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0
413,1376,The Station Sathorn - Bangrak,13.7131949,100.5142019,id_1376.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,4,1,0,0,0,0,16,8,0,0,0,2,3,0,32,2,0,0,0
414,1377,The Strand Thonglor,13.7242169,100.5796467,id_1377.shp,1,5,0,0,0,0,0,2,0,8,0,0,0,0,2,2,1,0,0,0,1,4,0,23,3,0,0,0,3,6,8,0,0,0,6,20,0,109,8,0,0,0
415,1378,The Surawong,13.7292196,100.5286427,id_1378.shp,0,2,1,0,0,0,0,5,0,19,0,0,0,0,5,14,1,0,0,1,0,18,1,46,5,0,0,0,15,29,5,2,1,2,0,16,0,171,6,0,0,0
416,1379,The Teak Bangna - Trad,13.6705784,100.6245709,id_1379.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0
417,138,Bangkok Feliz Major Ratchayothin,13.8292797,100.5701555,id_138.shp,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,10,1,0,0,0,0,1,4,0,0,1,0,0,0,4,0,0,0,0
418,1380,The Teak Ratchada 19,13.7988648,100.5738796,id_1380.shp,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,9,2,0,0,0,0,0,0,11,2,0,0,0
419,1381,The Teak Sathorn - Lumpini,13.7182253,100.5510078,id_1381.shp,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,8,0,0,0,0,2,7,6,0,0,2,1,2,1,47,0,0,0,0
420,1382,The Teak Sukhumvit 39,13.7407022,100.573559,id_1382.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,5,1,0,0,0,1,11,5,1,0,1,2,11,0,52,2,0,0,0
421,1383,The Tempo Grand Sathorn - Wutthakat,13.7128036,100.4678668,id_1383.shp,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,6,0,0,0,0
422,1384,The Tempo Phaholyothin,13.7760393,100.5447044,id_1384.shp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,2,0,16,1,0,0,0,0,4,2,1,0,4,0,0,0,32,1,0,0,0
423,1385,The Tempo Ratchada,13.7792026,100.5756636,id_1385.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,1,0,0,2,0,5,0,0,0,0,0,14,4,0,0,0,0,4,0,14,2,0,0,0
424,1386,The Tempo Ruamrudee,13.7392675,100.5506248,id_1386.shp,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,9,1,0,0,0,0,35,0,36,2,0,0,0,3,27,2,0,0,1,5,40,0,130,5,0,0,0
425,1387,The Treasure Silom,13.7237344,100.5234529,id_1387.shp,0,2,0,0,0,0,0,0,0,13,0,0,0,0,2,4,4,1,0,1,0,5,0,18,1,0,0,0,7,33,17,1,1,3,0,20,0,117,3,0,0,0
426,1388,The Tree Bang Po Station,13.8081094,100.5221098,id_1388.shp,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0
427,1389,The Tree Charan Bang Phlat,13.8002112,100.5074966,id_1389.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0
428,139,Bangkok Feliz Sathorn - Taksin,13.7218616,100.5048338,id_139.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,6,3,0,0,0,1,12,7,0,0,0,2,1,0,19,2,0,0,0
429,1390,The Tree Charansanitwong 30,13.7587398,100.4696572,id_1390.shp,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,1,1,0,0,0
430,1391,The Tree Condo Ladprao,13.8044943,100.5906353,id_1391.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,1,0,1,0,1,1,0,0,0
431,1392,The Tree Interchange,13.8055102,100.5252806,id_1392.shp,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0
432,1393,THE TREE Ladprao 15,13.8154156,100.572227,id_1393.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,15,2,0,0,0
433,1394,The Tree Onnut Station,13.701763,100.6002727,id_1394.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,2,0,4,1,0,0,0,0,9,5,0,0,1,0,1,0,6,2,0,0,0
434,1395,The Tree Privata,13.80085432,100.5197843,id_1395.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,1,1,0,0,7,0,0,0,0
435,1396,The Tree RIO,13.8002112,100.5074966,id_1396.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6,0,0,0,0
436,1397,The Tree Sukhumvit 64,13.6869077,100.606809,id_1397.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,1,0,0,0,4,0,0,0,0
437,1398,The Tree Sukhumvit 71 - Ekamai,13.7407572,100.599806,id_1398.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,1,0,5,0,0,0,0
438,1399,The Trendy Condominium,13.741023,100.5576678,id_1399.shp,0,8,0,0,0,0,0,7,0,19,0,0,0,0,2,17,0,0,0,0,3,54,0,68,2,0,0,0,4,42,3,1,0,3,0,47,0,101,2,0,0,0
439,14,59 Heritage,13.7244706,100.5818074,id_14.shp,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,7,0,0,0,0,4,6,0,40,4,0,0,0,4,7,8,0,0,1,2,25,0,95,5,0,0,0
440,140,Bangkok Feliz Sukhumvit 69,13.715547,100.5920347,id_140.shp,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,6,1,0,0,0,0,4,0,15,0,0,0,0,0,12,6,0,0,2,1,1,0,25,0,0,0,0
441,1400,The Trio Garden,13.7004049,100.6452083,id_1400.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,2,0,0,0,0
442,1401,The Trust Residence Nuanchan,13.831272,100.6372618,id_1401.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0
443,1402,The Trust Residence Pinklao,13.7854311,100.4697343,id_1402.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,4,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,0
444,1403,The Trust Residence Ratchada - Rama 3,13.694492,100.5360132,id_1403.shp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,1,0,0,0,0,7,7,0,1,0,0,0,0,14,1,0,0,0
445,1404,The Unique 19,13.8018267,100.5722311,id_1404.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,5,0,0,0,0,0,13,2,0,0,0,0,0,0,6,2,0,0,0
446,1405,The unique Kaset Nawamin,13.8323682,100.6254352,id_1405.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
447,1406,The Unique Ladprao 10,13.8089455,100.5653831,id_1406.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,10,2,0,0,0,2,1,2,9,3,0,0,0
448,1407,The Unique Ladprao 26,13.8056096,100.5730914,id_1407.shp,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,1,6,3,0,0,0,0,0,0,9,1,0,0,0
449,1408,The Unique Ratchada 19,13.8018267,100.5722311,id_1408.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,5,0,0,0,0,0,13,2,0,0,0,0,0,0,6,2,0,0,0
450,1409,The Unique Sukhumvit 62/1,13.6919108,100.6032697,id_1409.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,2,0,0,0,0
451,141,Bangkok Feliz Vibhavadi 30,13.8231767,100.5629152,id_141.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,1,0,1,1,0,17,3,0,0,0
452,1410,The Vertical Aree,13.7786009,100.5424045,id_1410.shp,0,0,1,0,1,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0,0,2,0,34,1,0,0,0,0,4,2,1,0,3,0,1,0,19,1,0,0,0
453,1411,The Village Condominium,13.6684562,100.6169284,id_1411.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
454,1412,The Viva Condo Petchkasem 68,13.7120936,100.4167132,id_1412.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0
455,1413,The Waterford Diamond,13.7267046,100.573286,id_1413.shp,2,0,0,0,0,0,0,2,0,11,1,0,0,0,2,7,2,0,0,0,0,3,0,25,2,0,0,0,4,18,5,0,0,1,5,15,1,88,7,0,0,0
456,1414,The Waterford Park Sukhumvit 53,13.7308304,100.5782788,id_1414.shp,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,1,3,19,0,47,4,0,0,0,8,21,2,0,0,0,7,26,0,105,8,0,0,0
457,1415,The Waterford Rama 4,13.7083618,100.592771,id_1415.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,13,5,0,1,1,0,7,0,28,5,0,0,0
458,1416,The Waterford Royal Suit Senanikom,13.8332338,100.578915,id_1416.shp,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,4,0,13,0,0,0,0
459,1417,The Waterford Sukhumvit 50,13.7067861,100.5930425,id_1417.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,13,3,0,0,1,0,7,0,26,5,0,0,0
460,1419,The Winning Tower,13.7313662,100.5980384,id_1419.shp,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,1,0,4,0,0,0,0,0,2,4,0,0,0,0,1,0,5,0,0,0,0
461,142,Bangkok Garden,13.7016142,100.5359646,id_142.shp,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,29,1,0,0,0,2,7,6,0,1,1,0,0,0,11,1,0,0,0
462,1420,The XXXIX by Sansiri,13.7323769,100.5705673,id_1420.shp,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,10,0,0,0,0,2,12,1,35,2,0,0,0,5,21,5,0,0,1,1,30,0,111,4,0,0,0
463,1421,The Zest Ladprao,13.8103253,100.5671253,id_1421.shp,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,1,0,0,2,1,0,9,4,0,0,0
464,1422,Thepleela Condo Town,13.766004,100.6123156,id_1422.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,1,2,0,1,0,4,2,0,0,0
465,1423,Thew River Place,13.7770327,100.4974391,id_1423.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,2,0,0,0,1,2,4,0,0,0,0
466,1424,Thonglor Tower,13.736348,100.583045,id_1424.shp,1,3,0,0,0,0,1,2,0,11,0,0,0,0,0,2,0,0,0,1,2,21,0,37,1,0,0,0,2,7,3,0,1,2,4,12,0,41,4,0,0,0
467,1425,Thru Thonglor,13.7441683,100.585446,id_1425.shp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,3,0,0,0,0,1,5,4,0,0,3,1,2,0,8,1,0,0,0
468,1426,Tidy Deluxe Sukhumvit 34,13.7250602,100.5748029,id_1426.shp,2,0,1,0,0,0,0,0,0,6,1,0,0,0,2,6,1,0,0,0,0,4,0,23,1,0,0,0,3,16,3,0,0,0,4,14,0,90,9,0,0,0
469,1427,Tidy Thonglor,13.7357179,100.5815031,id_1427.shp,0,2,0,0,0,0,1,2,0,12,1,0,0,0,1,2,0,0,0,1,2,21,0,37,0,0,0,0,2,8,2,0,1,2,4,13,0,43,4,0,0,0
470,1428,Top View Tower,13.7247277,100.5817776,id_1428.shp,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,7,0,0,0,0,3,6,0,43,4,0,0,0,4,7,8,0,0,1,3,27,0,95,5,0,0,0
471,1429,Totnes Kaset - Nawamin,13.8317985,100.6209159,id_1429.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0
472,143,Bangkok Horizon P 48,13.7157169,100.44563,id_143.shp,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1,0,0,0,0,1,0,4,0,0,0,0,0,11,5,1,1,0,0,3,0,6,1,0,0,0
473,1430,Tourmaline Gold Sathorn - Taksin,13.7227571,100.5020421,id_1430.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,2,2,0,0,0,0,15,4,0,0,0,2,0,0,23,3,0,0,0
474,1431,Tower Park,13.74776,100.555163,id_1431.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,11,0,28,0,0,0,0,4,29,1,0,0,2,0,54,0,77,2,0,0,0
475,1432,Town Plus Kaset-Navamin,13.8207474,100.6366318,id_1432.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,2,0,0,0
476,1433,Trapezo Sukhumvit 16,13.7257848,100.5619664,id_1433.shp,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,2,3,0,0,0,0,1,0,9,0,0,0,0,2,25,2,0,0,2,2,20,2,89,1,0,0,0
477,1434,Tree Condo Ekamai,13.7161658,100.5830311,id_1434.shp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,1,1,0,17,0,0,0,0,0,7,6,1,1,3,1,5,0,36,3,0,0,0
478,1435,Tree Condo Ladprao 27,13.8043938,100.5782177,id_1435.shp,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,7,2,0,0,0,0,1,0,5,1,0,0,0
479,1436,Tree Condo Sukhumvit 42,13.7151258,100.5877522,id_1436.shp,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,0,1,1,0,0,19,2,0,0,0,2,10,9,1,1,0,1,7,0,37,1,0,0,0
480,1437,Tree Condo Sukhumvit 50,13.7044495,100.5994861,id_1437.shp,0,2,0,0,0,0,0,2,0,3,0,0,0,0,1,3,0,0,1,0,0,1,0,2,3,0,0,0,0,14,6,0,0,0,0,0,0,9,0,0,0,0
481,1438,Tree Condo Sukhumvit 52,13.70280487,100.6004277,id_1438.shp,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,3,0,5,2,0,0,0,0,11,5,0,0,0,0,0,0,6,1,0,0,0
482,1439,Tree Condo LUXE Sukhumvit 52,13.7024654,100.600148,id_1439.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,3,0,5,2,0,0,0,0,8,5,0,0,1,0,0,0,6,1,0,0,0
483,144,Bangkok Horizon Phetkasem,13.7137949,100.4411845,id_144.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,1,0,0,0,0,7,0,0,0,0,0,6,3,0,0,1,0,1,0,7,0,0,0,0
484,1440,Tridhos City Marina,13.70852613,100.4965201,id_1440.shp,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,12,5,0,0,1,1,3,0,33,0,0,0,0
485,1441,TRIPLE Y RESIDENCE,13.7348476,100.5283725,id_1441.shp,2,1,0,0,0,0,0,0,0,38,2,0,0,0,3,7,2,0,0,0,0,0,1,24,2,0,0,0,3,30,3,3,1,2,0,28,0,116,3,0,0,0
486,1442,Tristan,13.7353358,100.5735197,id_1442.shp,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,0,0,0,1,1,3,0,13,1,0,0,0,5,19,2,0,0,0,6,40,1,126,6,0,0,0
